dir	path_in_images_prep	source	in_corpus	nline	staff	source_url
疯人院( G调弹唱谱)__jianpucn-445339	images-prep/jianpucn-huachenyu/疯人院( G调弹唱谱)__jianpucn-445339	jianpucn-445339	0	37	6	
花落时相遇 （ C调原版编配）__jianpucn-466577	images-prep/jianpucn-huachenyu/花落时相遇 （ C调原版编配）__jianpucn-466577	jianpucn-466577	0	46	6	
飞行模式 （ C调原版编配）__jianpucn-466661	images-prep/jianpucn-huachenyu/飞行模式 （ C调原版编配）__jianpucn-466661	jianpucn-466661	0	58	6	
在那桃花盛开的地方 弹唱谱__jianpucn-222170	images-prep/jianpucn-jiangdawei/在那桃花盛开的地方 弹唱谱__jianpucn-222170	jianpucn-222170	0	31	5	
在那桃花盛开的地方(五线谱_简谱对照)__jianpucn-43126	images-prep/jianpucn-jiangdawei/在那桃花盛开的地方(五线谱_简谱对照)__jianpucn-43126	jianpucn-43126	0	75	5	
小桥(五线谱_简谱对照)__jianpucn-43149	images-prep/jianpucn-jiangdawei/小桥(五线谱_简谱对照)__jianpucn-43149	jianpucn-43149	0	59	5	
桃花依旧笑春风(五线谱_简谱对照)__jianpucn-44530	images-prep/jianpucn-jiangdawei/桃花依旧笑春风(五线谱_简谱对照)__jianpucn-44530	jianpucn-44530	0	55	5	
驼铃(五线谱_简谱对照)__jianpucn-42948	images-prep/jianpucn-jiangdawei/驼铃(五线谱_简谱对照)__jianpucn-42948	jianpucn-42948	0	62	5	
经典 情难枕 伴奏谱__jianpucn-213034	images-prep/jianpucn-jiangyuheng/经典 情难枕 伴奏谱__jianpucn-213034	jianpucn-213034	0	137	12	
fly away纯钢琴弹唱版__jianpucn-121799	images-prep/jianpucn-pop/fly away纯钢琴弹唱版__jianpucn-121799	jianpucn-121799	0	98	5	
丝路-简易版-弹唱 吉他类 流行__jianpucn-113128	images-prep/jianpucn-pop/丝路-简易版-弹唱 吉他类 流行__jianpucn-113128	jianpucn-113128	0	213	6	
会呼吸的痛-完全弹唱__jianpucn-122224	images-prep/jianpucn-pop/会呼吸的痛-完全弹唱__jianpucn-122224	jianpucn-122224	0	153	5	
你会不会（钢琴独奏版）__jianpucn-234407	images-prep/jianpucn-pop/你会不会（钢琴独奏版）__jianpucn-234407	jianpucn-234407	0	131	5	
情歌 余杨老师编配__jianpucn-215151	images-prep/jianpucn-pop/情歌 余杨老师编配__jianpucn-215151	jianpucn-215151	0	26	10	
情歌---余杨老师编配版__jianpucn-172539	images-prep/jianpucn-pop/情歌---余杨老师编配版__jianpucn-172539	jianpucn-172539	0	4	7	
暖暖 （ G调指法原版编配）__jianpucn-469439	images-prep/jianpucn-pop/暖暖 （ G调指法原版编配）__jianpucn-469439	jianpucn-469439	0	45	6	
最想环游的世界（钢琴伴奏谱）__jianpucn-244438	images-prep/jianpucn-pop/最想环游的世界（钢琴伴奏谱）__jianpucn-244438	jianpucn-244438	0	102	5	
问-大伟吉他教室编配版__jianpucn-190093	images-prep/jianpucn-pop/问-大伟吉他教室编配版__jianpucn-190093	jianpucn-190093	0	48	6	
乡恋 （ G调指法原版编配）__jianpucn-462644	images-prep/jianpucn-liguyi/乡恋 （ G调指法原版编配）__jianpucn-462644	jianpucn-462644	0	12	6	
我和我的祖国尤克里里谱（ C调四 ）__jianpucn-461247	images-prep/jianpucn-liguyi/我和我的祖国尤克里里谱（ C调四 ）__jianpucn-461247	jianpucn-461247	0	24	4	
我和我的祖国（弹唱谱）__jianpucn-231415	images-prep/jianpucn-liguyi/我和我的祖国（弹唱谱）__jianpucn-231415	jianpucn-231415	0	166	5	
2013春晚歌曲李健、孙俪风吹麦浪GTP吉他谱总谱分享__jianpucn-208057	images-prep/jianpucn-lijian/2013春晚歌曲李健、孙俪风吹麦浪GTP吉他谱总谱分享__jianpucn-208057	jianpucn-208057	0	763	4	
《贝加尔湖畔》 C调指法（ 编谱）__jianpucn-416400	images-prep/jianpucn-lijian/《贝加尔湖畔》 C调指法（ 编谱）__jianpucn-416400	jianpucn-416400	0	65	6	
《贝加尔湖畔》酷音小伟吉他教学__jianpucn-416619	images-prep/jianpucn-lijian/《贝加尔湖畔》酷音小伟吉他教学__jianpucn-416619	jianpucn-416619	0	60	6	
一往情深的恋人 吉他弹唱谱 —__jianpucn-231900	images-prep/jianpucn-lijian/一往情深的恋人 吉他弹唱谱 —__jianpucn-231900	jianpucn-231900	0	56	6	
传奇 （ G调指法原版编配）__jianpucn-468264	images-prep/jianpucn-lijian/传奇 （ G调指法原版编配）__jianpucn-468264	jianpucn-468264	0	41	6	
传奇( C调带前奏 吉他弹唱)__jianpucn-444978	images-prep/jianpucn-lijian/传奇( C调带前奏 吉他弹唱)__jianpucn-444978	jianpucn-444978	0	40	6	
向往-弹唱 吉他类 流行__jianpucn-113226	images-prep/jianpucn-lijian/向往-弹唱 吉他类 流行__jianpucn-113226	jianpucn-113226	0	127	7	
在每个想你的夜里 吉他弹唱谱 —__jianpucn-231930	images-prep/jianpucn-lijian/在每个想你的夜里 吉他弹唱谱 —__jianpucn-231930	jianpucn-231930	0	110	6	
异乡人 （ C调指法原版编配）__jianpucn-471590	images-prep/jianpucn-lijian/异乡人 （ C调指法原版编配）__jianpucn-471590	jianpucn-471590	0	45	6	
故乡山川 吉他弹唱谱 —__jianpucn-231536	images-prep/jianpucn-lijian/故乡山川 吉他弹唱谱 —__jianpucn-231536	jianpucn-231536	0	53	6	
故乡山川（吉他弹唱）__jianpucn-231379	images-prep/jianpucn-lijian/故乡山川（吉他弹唱）__jianpucn-231379	jianpucn-231379	0	53	6	
父亲写的散文诗 （ C调原版编配）__jianpucn-468490	images-prep/jianpucn-lijian/父亲写的散文诗 （ C调原版编配）__jianpucn-468490	jianpucn-468490	0	33	6	
父亲写的散文诗（小柒木吉他编配版）__jianpucn-413220	images-prep/jianpucn-lijian/父亲写的散文诗（小柒木吉他编配版）__jianpucn-413220	jianpucn-413220	0	49	6	
璀璨（吉他弹唱）__jianpucn-231943	images-prep/jianpucn-lijian/璀璨（吉他弹唱）__jianpucn-231943	jianpucn-231943	0	64	6	
袖手旁观 （ C调指法原版编配）__jianpucn-466855	images-prep/jianpucn-lijian/袖手旁观 （ C调指法原版编配）__jianpucn-466855	jianpucn-466855	0	50	6	
袖手旁观( 编配 )__jianpucn-442181	images-prep/jianpucn-lijian/袖手旁观( 编配 )__jianpucn-442181	jianpucn-442181	0	61	6	
贝加尔湖畔 高清吉他__jianpucn-285547	images-prep/jianpucn-lijian/贝加尔湖畔 高清吉他__jianpucn-285547	jianpucn-285547	0	62	6	
贝加尔湖畔 （ C调原版编配）__jianpucn-468149	images-prep/jianpucn-lijian/贝加尔湖畔 （ C调原版编配）__jianpucn-468149	jianpucn-468149	0	39	6	
贝加尔湖畔 （ C调简单版编配）__jianpucn-471115	images-prep/jianpucn-lijian/贝加尔湖畔 （ C调简单版编配）__jianpucn-471115	jianpucn-471115	0	46	7	
贝加尔湖畔 （ F调原版编配）__jianpucn-466415	images-prep/jianpucn-lijian/贝加尔湖畔 （ F调原版编配）__jianpucn-466415	jianpucn-466415	0	53	6	
贝加尔湖畔( C调弹唱 )__jianpucn-444515	images-prep/jianpucn-lijian/贝加尔湖畔( C调弹唱 )__jianpucn-444515	jianpucn-444515	0	40	6	
贝加尔湖畔(C调 彪叔吉他课制谱)__jianpucn-444612	images-prep/jianpucn-lijian/贝加尔湖畔(C调 彪叔吉他课制谱)__jianpucn-444612	jianpucn-444612	0	29	6	
贝加尔湖畔（ 编配版）__jianpucn-321481	images-prep/jianpucn-lijian/贝加尔湖畔（ 编配版）__jianpucn-321481	jianpucn-321481	0	55	6	
贝加尔湖畔（ 编配版）__jianpucn-347582	images-prep/jianpucn-lijian/贝加尔湖畔（ 编配版）__jianpucn-347582	jianpucn-347582	0	59	6	
贝加尔湖畔（吉他弹唱）__jianpucn-404743	images-prep/jianpucn-lijian/贝加尔湖畔（吉他弹唱）__jianpucn-404743	jianpucn-404743	0	59	6	
贝加尔湖畔（甘文编配版）__jianpucn-288372	images-prep/jianpucn-lijian/贝加尔湖畔（甘文编配版）__jianpucn-288372	jianpucn-288372	0	50	6	
车站 （ G调指法原版编配）__jianpucn-466350	images-prep/jianpucn-lijian/车站 （ G调指法原版编配）__jianpucn-466350	jianpucn-466350	0	87	6	
陀螺尤克里里谱（ F调 ）__jianpucn-458420	images-prep/jianpucn-lijian/陀螺尤克里里谱（ F调 ）__jianpucn-458420	jianpucn-458420	0	138	4	
雨后初晴 （ C调原版编配）__jianpucn-462166	images-prep/jianpucn-lijian/雨后初晴 （ C调原版编配）__jianpucn-462166	jianpucn-462166	0	49	6	
风吹麦浪 （ A调原版编配）__jianpucn-462964	images-prep/jianpucn-lijian/风吹麦浪 （ A调原版编配）__jianpucn-462964	jianpucn-462964	0	60	6	
风吹麦浪 （ C调指法简单版编配）__jianpucn-462442	images-prep/jianpucn-lijian/风吹麦浪 （ C调指法简单版编配）__jianpucn-462442	jianpucn-462442	0	6	6	
风吹麦浪尤克里里谱（ C调尤克里里弹唱谱）__jianpucn-462361	images-prep/jianpucn-lijian/风吹麦浪尤克里里谱（ C调尤克里里弹唱谱）__jianpucn-462361	jianpucn-462361	0	26	4	
风吹麦浪（吉他 ）__jianpucn-294357	images-prep/jianpucn-lijian/风吹麦浪（吉他 ）__jianpucn-294357	jianpucn-294357	0	69	6	
Always-Online （ C调原版编配）__jianpucn-468156	images-prep/jianpucn-linjunjie/Always-Online （ C调原版编配）__jianpucn-468156	jianpucn-468156	0	57	6	
JJ Lin 《裂缝中的阳光》 钢琴独奏__jianpucn-227641	images-prep/jianpucn-linjunjie/JJ Lin 《裂缝中的阳光》 钢琴独奏__jianpucn-227641	jianpucn-227641	0	121	5	
《Love you you》吉他谱by午夜编配__jianpucn-171572	images-prep/jianpucn-linjunjie/《Love you you》吉他谱by午夜编配__jianpucn-171572	jianpucn-171572	0	68	6	
《不存在的情人》 钢琴独奏__jianpucn-225442	images-prep/jianpucn-linjunjie/《不存在的情人》 钢琴独奏__jianpucn-225442	jianpucn-225442	0	130	5	
《不懂》钢琴伴奏完美版Ver1 0__jianpucn-232487	images-prep/jianpucn-linjunjie/《不懂》钢琴伴奏完美版Ver1 0__jianpucn-232487	jianpucn-232487	0	92	5	
《因你而在》by午夜编配__jianpucn-210470	images-prep/jianpucn-linjunjie/《因你而在》by午夜编配__jianpucn-210470	jianpucn-210470	0	88	6	
《弹唱》 C调版 酷音小伟吉他教学__jianpucn-408488	images-prep/jianpucn-linjunjie/《弹唱》 C调版 酷音小伟吉他教学__jianpucn-408488	jianpucn-408488	0	56	6	
《弹唱》 吉他弹唱教学__jianpucn-408284	images-prep/jianpucn-linjunjie/《弹唱》 吉他弹唱教学__jianpucn-408284	jianpucn-408284	0	61	6	
《弹唱》 吉他教学（C调指法）__jianpucn-408283	images-prep/jianpucn-linjunjie/《弹唱》 吉他教学（C调指法）__jianpucn-408283	jianpucn-408283	0	60	6	
《弹唱》G调版__jianpucn-408489	images-prep/jianpucn-linjunjie/《弹唱》G调版__jianpucn-408489	jianpucn-408489	0	58	6	
《故事细腻》吉他谱by午夜编配__jianpucn-170372	images-prep/jianpucn-linjunjie/《故事细腻》吉他谱by午夜编配__jianpucn-170372	jianpucn-170372	0	88	6	
《爱与希望》钢琴伴奏 郝氏谱__jianpucn-232136	images-prep/jianpucn-linjunjie/《爱与希望》钢琴伴奏 郝氏谱__jianpucn-232136	jianpucn-232136	0	422	7	
《背对背拥抱》 C调入门版 高音教编配__jianpucn-430934	images-prep/jianpucn-linjunjie/《背对背拥抱》 C调入门版 高音教编配__jianpucn-430934	jianpucn-430934	0	66	7	
《那些你很冒险的梦》 简单版 吉他弹唱教学__jianpucn-433516	images-prep/jianpucn-linjunjie/《那些你很冒险的梦》 简单版 吉他弹唱教学__jianpucn-433516	jianpucn-433516	0	59	6	
一千年以后 歌曲类 钢琴伴奏谱__jianpucn-112810	images-prep/jianpucn-linjunjie/一千年以后 歌曲类 钢琴伴奏谱__jianpucn-112810	jianpucn-112810	0	139	5	
一千年以后(C调弹唱 )__jianpucn-444741	images-prep/jianpucn-linjunjie/一千年以后(C调弹唱 )__jianpucn-444741	jianpucn-444741	0	6	6	
一千年以后-弹唱 吉他类 流行__jianpucn-113274	images-prep/jianpucn-linjunjie/一千年以后-弹唱 吉他类 流行__jianpucn-113274	jianpucn-113274	0	98	6	
一千年以后-弹唱版__jianpucn-101798	images-prep/jianpucn-linjunjie/一千年以后-弹唱版__jianpucn-101798	jianpucn-101798	0	110	5	
一千年以后－简易版 键盘类 钢琴__jianpucn-114706	images-prep/jianpucn-linjunjie/一千年以后－简易版 键盘类 钢琴__jianpucn-114706	jianpucn-114706	0	94	5	
一定会 （ C调原版编配）__jianpucn-457462	images-prep/jianpucn-linjunjie/一定会 （ C调原版编配）__jianpucn-457462	jianpucn-457462	0	45	8	
一定会 （ 新歌 C调指法弹唱谱）__jianpucn-457555	images-prep/jianpucn-linjunjie/一定会 （ 新歌 C调指法弹唱谱）__jianpucn-457555	jianpucn-457555	0	13	7	
一定会 （C调指法）__jianpucn-457602	images-prep/jianpucn-linjunjie/一定会 （C调指法）__jianpucn-457602	jianpucn-457602	0	45	6	
不为谁而作的歌尤克里里谱（ C调）__jianpucn-458578	images-prep/jianpucn-linjunjie/不为谁而作的歌尤克里里谱（ C调）__jianpucn-458578	jianpucn-458578	0	14	5	
不存在的情人 五线谱—__jianpucn-225514	images-prep/jianpucn-linjunjie/不存在的情人 五线谱—__jianpucn-225514	jianpucn-225514	0	128	5	
不懂-伴奏__jianpucn-121857	images-prep/jianpucn-linjunjie/不懂-伴奏__jianpucn-121857	jianpucn-121857	0	95	5	
不死之身--钢琴弹唱版__jianpucn-101955	images-prep/jianpucn-linjunjie/不死之身--钢琴弹唱版__jianpucn-101955	jianpucn-101955	0	150	5	
不流泪的机场（钢琴弹唱）__jianpucn-302902	images-prep/jianpucn-linjunjie/不流泪的机场（钢琴弹唱）__jianpucn-302902	jianpucn-302902	0	99	5	
交换余生 （ C调原版编配）__jianpucn-467030	images-prep/jianpucn-linjunjie/交换余生 （ C调原版编配）__jianpucn-467030	jianpucn-467030	0	30	6	
交换余生 （ C调指法原版编配）__jianpucn-461986	images-prep/jianpucn-linjunjie/交换余生 （ C调指法原版编配）__jianpucn-461986	jianpucn-461986	0	46	6	
以后要做的事( C调弹唱谱)__jianpucn-445875	images-prep/jianpucn-linjunjie/以后要做的事( C调弹唱谱)__jianpucn-445875	jianpucn-445875	0	33	6	
修炼爱情 （ C调原版编配）__jianpucn-463051	images-prep/jianpucn-linjunjie/修炼爱情 （ C调原版编配）__jianpucn-463051	jianpucn-463051	0	44	6	
修炼爱情 （ C调指法原版编配）__jianpucn-462862	images-prep/jianpucn-linjunjie/修炼爱情 （ C调指法原版编配）__jianpucn-462862	jianpucn-462862	0	73	6	
修炼爱情 （ C调指法编配）__jianpucn-467490	images-prep/jianpucn-linjunjie/修炼爱情 （ C调指法编配）__jianpucn-467490	jianpucn-467490	0	41	6	
修炼爱情（酷音小伟编配版）__jianpucn-349384	images-prep/jianpucn-linjunjie/修炼爱情（酷音小伟编配版）__jianpucn-349384	jianpucn-349384	0	51	6	
关键词 （ C调指法原版编配）__jianpucn-458245	images-prep/jianpucn-linjunjie/关键词 （ C调指法原版编配）__jianpucn-458245	jianpucn-458245	0	53	6	
关键词 （ G调原版编配）__jianpucn-458131	images-prep/jianpucn-linjunjie/关键词 （ G调原版编配）__jianpucn-458131	jianpucn-458131	0	58	7	
凤凰于飞尤克里里谱（ 单音四 ）__jianpucn-458359	images-prep/jianpucn-linjunjie/凤凰于飞尤克里里谱（ 单音四 ）__jianpucn-458359	jianpucn-458359	0	18	4	
原来 （ C调指法原版编配）__jianpucn-467140	images-prep/jianpucn-linjunjie/原来 （ C调指法原版编配）__jianpucn-467140	jianpucn-467140	0	32	6	
只对你说 （ C调指法原版编配）__jianpucn-471339	images-prep/jianpucn-linjunjie/只对你说 （ C调指法原版编配）__jianpucn-471339	jianpucn-471339	0	149	14	
只要有你的地方 林俊杰 C调完整版吉他谱 唯音悦制谱 晚安版 消失爱人主题曲__jianpucn-340524	images-prep/jianpucn-linjunjie/只要有你的地方 林俊杰 C调完整版吉他谱 唯音悦制谱 晚安版 消失爱人主题曲__jianpucn-340524	jianpucn-340524	0	68	6	
可惜沒如果尤克里里谱（ ukulele指弹谱）__jianpucn-462745	images-prep/jianpucn-linjunjie/可惜沒如果尤克里里谱（ ukulele指弹谱）__jianpucn-462745	jianpucn-462745	0	44	5	
可惜没如果 指弹-aoyita编配__jianpucn-279133	images-prep/jianpucn-linjunjie/可惜没如果 指弹-aoyita编配__jianpucn-279133	jianpucn-279133	0	12	6	
可惜没如果 （ C调原版编配）__jianpucn-457843	images-prep/jianpucn-linjunjie/可惜没如果 （ C调原版编配）__jianpucn-457843	jianpucn-457843	0	33	6	
可惜没如果 （ C调指法原版编配）__jianpucn-458252	images-prep/jianpucn-linjunjie/可惜没如果 （ C调指法原版编配）__jianpucn-458252	jianpucn-458252	0	71	6	
她说 （ C调原版编配）__jianpucn-470997	images-prep/jianpucn-linjunjie/她说 （ C调原版编配）__jianpucn-470997	jianpucn-470997	0	26	6	
她说 （ C调指法原版编配）__jianpucn-462960	images-prep/jianpucn-linjunjie/她说 （ C调指法原版编配）__jianpucn-462960	jianpucn-462960	0	10	6	
她说 （ G调原版编配）__jianpucn-462173	images-prep/jianpucn-linjunjie/她说 （ G调原版编配）__jianpucn-462173	jianpucn-462173	0	57	6	
她说 （ G调指法原版编配）__jianpucn-466140	images-prep/jianpucn-linjunjie/她说 （ G调指法原版编配）__jianpucn-466140	jianpucn-466140	0	45	6	
她说( 编配 )__jianpucn-441198	images-prep/jianpucn-linjunjie/她说( 编配 )__jianpucn-441198	jianpucn-441198	0	72	6	
她说- 李雪吉他音乐__jianpucn-273594	images-prep/jianpucn-linjunjie/她说- 李雪吉他音乐__jianpucn-273594	jianpucn-273594	0	22	6	
她说（尤克里里指弹谱）__jianpucn-414221	images-prep/jianpucn-linjunjie/她说（尤克里里指弹谱）__jianpucn-414221	jianpucn-414221	0	20	5	
学不会 钢琴伴奏__jianpucn-183345	images-prep/jianpucn-linjunjie/学不会 钢琴伴奏__jianpucn-183345	jianpucn-183345	0	164	5	
学不会 （ G调指法原版编配）__jianpucn-468474	images-prep/jianpucn-linjunjie/学不会 （ G调指法原版编配）__jianpucn-468474	jianpucn-468474	0	45	8	
害怕 伴奏__jianpucn-218648	images-prep/jianpucn-linjunjie/害怕 伴奏__jianpucn-218648	jianpucn-218648	0	108	5	
害怕 钢琴独奏__jianpucn-244289	images-prep/jianpucn-linjunjie/害怕 钢琴独奏__jianpucn-244289	jianpucn-244289	0	147	5	
将故事写成我们 （ G调原版编配）__jianpucn-469232	images-prep/jianpucn-linjunjie/将故事写成我们 （ G调原版编配）__jianpucn-469232	jianpucn-469232	0	10	6	
小酒窝 （ 蔡卓妍 C调原版编配）__jianpucn-468486	images-prep/jianpucn-linjunjie/小酒窝 （ 蔡卓妍 C调原版编配）__jianpucn-468486	jianpucn-468486	0	32	6	
小酒窝-捷诚吉他0810版__jianpucn-170825	images-prep/jianpucn-linjunjie/小酒窝-捷诚吉他0810版__jianpucn-170825	jianpucn-170825	0	50	6	
小酒窝（庆海吉他编配版）__jianpucn-347936	images-prep/jianpucn-linjunjie/小酒窝（庆海吉他编配版）__jianpucn-347936	jianpucn-347936	0	60	6	
巴洛克先生 钢琴总谱 五线谱—__jianpucn-226957	images-prep/jianpucn-linjunjie/巴洛克先生 钢琴总谱 五线谱—__jianpucn-226957	jianpucn-226957	0	106	5	
巴洛克先生（总谱）__jianpucn-226938	images-prep/jianpucn-linjunjie/巴洛克先生（总谱）__jianpucn-226938	jianpucn-226938	0	107	5	
当你 （ C调指法原版编配）__jianpucn-466146	images-prep/jianpucn-linjunjie/当你 （ C调指法原版编配）__jianpucn-466146	jianpucn-466146	0	66	6	
